"Department","Urban/Rural","Sex","Age","Indiginous","Civil_Status","Residence_2016","Department_2016","Country_2016","Reason","Info_status","Employment_type","Income","Education","Occupation","Pay_frequency","Monthly_Income"
"La Paz","Urban","Male",22,"Does not belong","Single","Elsewhere in the country","La Paz",NA,"Family Reason","Student",NA,NA,"Higher Education",NA,NA,NA
"La Paz","Urban","Male",19,"Does not belong","Single","Elsewhere in the country","La Paz",NA,"Family Reason","Student",NA,NA,"Incomplete Secondary",NA,NA,NA
"La Paz","Urban","Male",28,"Does not belong","Married","Elsewhere in the country","Santa Cruz",NA,"Job Search",NA,"Unskilled Laborer",NA,"Higher Education","Construction/Manufacturing Industry Workers",NA,NA
"La Paz","Urban","Female",27,"Does not belong","Married","Elsewhere in the country","Santa Cruz",NA,"Family Reason","Stay-at-Home",NA,NA,"Higher Education",NA,NA,NA
"La Paz","Urban","Male",65,"Belongs","Married","Elsewhere in the country","La Paz",NA,"Other Reason (Specify)","Retired",NA,NA,"Higher Education",NA,NA,NA
"La Paz","Urban","Female",58,"Belongs","Married","Elsewhere in the country","La Paz",NA,"Other Reason (Specify)","Stay-at-Home",NA,NA,"Complete Secondary",NA,NA,NA
"La Paz","Urban","Male",48,"Does not belong","Married","Abroad","","Argentina","Family Reason",NA,"Self-Employed",3000,"Higher Education","Construction/Manufacturing Industry Workers","Monthly",3000
"La Paz","Urban","Female",38,"Does not belong","Married","Abroad","","Argentina","Family Reason",NA,"Unpaid Laborer",NA,"Complete Secondary","Construction/Manufacturing Industry Workers",NA,NA
"La Paz","Urban","Male",41,"Does not belong","Married","Abroad","","Chile","Work Transfer",NA,"Self-Employed",3000,"Higher Education","Construction/Manufacturing Industry Workers","Weekly",12000
"La Paz","Urban","Male",27,"Belongs","Single","Elsewhere in the country","Potosí",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Higher Education","Service Workers/Merchants",NA,NA
"La Paz","Urban","Male",24,"Belongs","Single","Elsewhere in the country","Santa Cruz",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Higher Education","Service Workers/Merchants",NA,NA
"La Paz","Urban","Male",25,"Does not belong","Commonlaw Marriage","Abroad","","Chile","Health",NA,"Unskilled Laborer",NA,"Complete Secondary","Construction/Manufacturing Industry Workers",NA,NA
"La Paz","Urban","Female",26,"Does not belong","Commonlaw Marriage","Abroad","","Chile","Health",NA,"Self-Employed",610,"Higher Education","Service Workers/Merchants","Bi-weekly",1220
"La Paz","Urban","Male",43,"Belongs","Married","Elsewhere in the country","La Paz",NA,"Family Reason",NA,"Unskilled Laborer",NA,"Complete Secondary","Construction/Manufacturing Industry Workers",NA,NA
"La Paz","Urban","Female",47,"Belongs","Married","Elsewhere in the country","La Paz",NA,"Family Reason",NA,"Self-Employed",300,"Incomplete Primary","Construction/Manufacturing Industry Workers","Weekly",1200
"La Paz","Urban","Male",12,"Belongs","Single","Elsewhere in the country","La Paz",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"La Paz","Urban","Male",27,"Belongs","Commonlaw Marriage","Elsewhere in the country","La Paz",NA,"Family Reason",NA,"Unskilled Laborer",NA,"Others","Unskilled Workers",NA,NA
"La Paz","Urban","Female",26,"Belongs","Commonlaw Marriage","Elsewhere in the country","La Paz",NA,"Family Reason",NA,"Non-salaried employer/partner",1800,"Others","Service Workers/Merchants","Weekly",7200
"La Paz","Urban","Male",38,"Belongs","Married","Elsewhere in the country","La Paz",NA,"Family Reason",NA,"Unskilled Laborer",NA,"Complete Secondary","Construction/Manufacturing Industry Workers",NA,NA
"La Paz","Urban","Female",30,"Belongs","Married","Elsewhere in the country","La Paz",NA,"Family Reason","Stay-at-Home",NA,NA,"Incomplete Primary",NA,NA,NA
"La Paz","Urban","Male",13,"Belongs","Single","Elsewhere in the country","La Paz",NA,"Family Reason","Student",NA,NA,"Incomplete Secondary",NA,NA,NA
"La Paz","Urban","Female",10,"Belongs",NA,"Elsewhere in the country","La Paz",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"La Paz","Urban","Female",6,"Belongs",NA,"Elsewhere in the country","La Paz",NA,"Family Reason",NA,NA,NA,"None",NA,NA,NA
"La Paz","Urban","Male",37,"Belongs","Commonlaw Marriage","Elsewhere in the country","La Paz",NA,"Other Reason (Specify)",NA,"Unskilled Laborer",NA,"Higher Education","Scientific and Intellectual Professionals",NA,NA
"La Paz","Urban","Female",41,"Belongs","Commonlaw Marriage","Elsewhere in the country","La Paz",NA,"Other Reason (Specify)",NA,"Unskilled Laborer",NA,"Higher Education","Scientific and Intellectual Professionals",NA,NA
"La Paz","Urban","Female",77,"Belongs","Widowed","Elsewhere in the country","La Paz",NA,"Family Reason","Elderly",NA,NA,"Complete Primary",NA,NA,NA
"Cochabamba","Urban","Male",31,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Potosí",NA,"Job Search",NA,"Self-Employed",3120,"Incomplete Primary","Installation/Machinery Operators","Monthly",3120
"Cochabamba","Urban","Female",19,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Potosí",NA,"Job Search","Stay-at-Home",NA,NA,"None",NA,NA,NA
"Cochabamba","Urban","Female",28,"Does not belong","Separated","Elsewhere in the country","Cochabamba",NA,"Job Search",NA,"Unskilled Laborer",NA,"Incomplete Primary","Service Workers/Merchants",NA,NA
"Cochabamba","Urban","Male",11,"Does not belong",NA,"Elsewhere in the country","Cochabamba",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Cochabamba","Urban","Female",5,"Does not belong",NA,"Elsewhere in the country","Cochabamba",NA,"Family Reason",NA,NA,NA,"None",NA,NA,NA
"Cochabamba","Urban","Male",30,"Does not belong","Commonlaw Marriage","Abroad","","Chile","Family Reason",NA,"Self-Employed",120,"Incomplete Secondary","Installation/Machinery Operators","Daily",3600
"Cochabamba","Urban","Female",29,"3. No soy boliviana o boliviano","Commonlaw Marriage","Abroad","","Chile","Family Reason",NA,"Self-Employed",200,"Complete Secondary","Service Workers/Merchants","Daily",6000
"Cochabamba","Urban","Male",11,"3. No soy boliviana o boliviano",NA,"Abroad","","Chile","Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Cochabamba","Urban","Female",39,"Does not belong","Single","Abroad","","Chile",NA,NA,"Unskilled Laborer",NA,"Higher Education","Service Workers/Merchants",NA,NA
"Cochabamba","Urban","Male",45,"Does not belong","Married","Elsewhere in the country","Cochabamba",NA,"Job Search",NA,"Self-Employed",2400,"Incomplete Secondary","Construction/Manufacturing Industry Workers","Monthly",2400
"Cochabamba","Urban","Female",39,"Does not belong","Married","Elsewhere in the country","Cochabamba",NA,"Family Reason","Stay-at-Home",NA,NA,"Incomplete Secondary",NA,NA,NA
"Cochabamba","Urban","Female",21,"Does not belong","Single","Elsewhere in the country","Cochabamba",NA,"Family Reason",NA,"Stay-at-Home",NA,"Complete Secondary","Unskilled Workers",NA,NA
"Cochabamba","Urban","Female",14,"Does not belong","Single","Elsewhere in the country","Cochabamba",NA,"Family Reason","Student",NA,NA,"Incomplete Secondary",NA,NA,NA
"Cochabamba","Urban","Female",8,"Does not belong",NA,"Elsewhere in the country","Cochabamba",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Cochabamba","Urban","Female",30,"Belongs","Married","Elsewhere in the country","Potosí",NA,"Job Search",NA,"Stay-at-Home",NA,"Incomplete Primary","Unskilled Workers",NA,NA
"Cochabamba","Urban","Male",45,"Belongs","Married","Elsewhere in the country","Potosí",NA,"Job Search",NA,"Self-Employed",2000,"Complete Primary","Construction/Manufacturing Industry Workers","Monthly",2000
"Cochabamba","Urban","Female",5,"Belongs",NA,"Elsewhere in the country","Potosí",NA,"Family Reason",NA,NA,NA,"None",NA,NA,NA
"Cochabamba","Urban","Male",32,"Does not belong","Married","Elsewhere in the country","Tarija",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Higher Education","Service Workers/Merchants",NA,NA
"Cochabamba","Urban","Female",30,"Does not belong","Married","Elsewhere in the country","Tarija",NA,"Family Reason",NA,"Self-Employed",300,"Higher Education","Service Workers/Merchants","Daily",9000
"Cochabamba","Urban","Male",39,"Belongs","Married","Elsewhere in the country","Potosí",NA,"Job Search",NA,"Self-Employed",4500,"Complete Primary","Construction/Manufacturing Industry Workers","Monthly",4500
"Cochabamba","Urban","Female",34,"Belongs","Married","Elsewhere in the country","Potosí",NA,"Job Search",NA,"Self-Employed",4000,"Incomplete Primary","Construction/Manufacturing Industry Workers","Monthly",4000
"Cochabamba","Urban","Female",10,"Belongs",NA,"Elsewhere in the country","Potosí",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Cochabamba","Urban","Male",9,"Belongs",NA,"Elsewhere in the country","Potosí",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Cochabamba","Urban","Female",7,"Belongs",NA,"Elsewhere in the country","Potosí",NA,"Family Reason","Student",NA,NA,"None",NA,NA,NA
"Cochabamba","Urban","Female",22,"Belongs","Commonlaw Marriage","Elsewhere in the country","Cochabamba",NA,"Education",NA,"Self-Employed",720,"Higher Education","Service Workers/Merchants","Monthly",720
"Cochabamba","Urban","Male",23,"Belongs","Commonlaw Marriage","Elsewhere in the country","Cochabamba",NA,"Education",NA,"Unskilled Laborer",NA,"Higher Education","Office Employees",NA,NA
"Cochabamba","Urban","Male",53,"Does not belong","Single","Elsewhere in the country","La Paz",NA,"Job Search",NA,"Self-Employed",2000,"Higher Education","Mid-Level Technicians","Monthly",2000
"Cochabamba","Urban","Male",26,"Does not belong","Married","Elsewhere in the country","Cochabamba",NA,"Family Reason",NA,"Unskilled Laborer",NA,"Higher Education","Construction/Manufacturing Industry Workers",NA,NA
"Cochabamba","Urban","Male",46,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Cochabamba",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Higher Education","Armed Forces",NA,NA
"Cochabamba","Urban","Female",44,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Cochabamba",NA,"Family Reason","Stay-at-Home",NA,NA,"Complete Secondary",NA,NA,NA
"Cochabamba","Urban","Male",14,"Does not belong","Single","Elsewhere in the country","Cochabamba",NA,"Family Reason","Student",NA,NA,"Incomplete Secondary",NA,NA,NA
"Cochabamba","Urban","Male",30,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Chuquisaca",NA,"Job Search",NA,"Unpaid Laborer",NA,"Higher Education","Mid-Level Technicians",NA,NA
"Cochabamba","Urban","Female",30,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Chuquisaca",NA,"Job Search",NA,"Non-salaried employer/partner",10000,"Higher Education","Public Administration and Business Managers","Monthly",10000
"Cochabamba","Urban","Female",6,"Does not belong",NA,"Elsewhere in the country","Chuquisaca",NA,"Family Reason",NA,NA,NA,"None",NA,NA,NA
"Cochabamba","Urban","Male",24,"Does not belong","Married","Elsewhere in the country","Cochabamba",NA,"Family Reason",NA,"Self-Employed",150,"Higher Education","Installation/Machinery Operators","Daily",4500
"Cochabamba","Urban","Female",25,"Does not belong","Married","Elsewhere in the country","Cochabamba",NA,"Family Reason",NA,"Unskilled Laborer",NA,"Higher Education","Service Workers/Merchants",NA,NA
"Cochabamba","Urban","Female",21,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Tarija",NA,"Family Reason",NA,NA,NA,"Incomplete Secondary",NA,NA,NA
"Cochabamba","Urban","Male",21,"Does not belong","Commonlaw Marriage","Abroad","","Chile","Family Reason",NA,"Unskilled Laborer",NA,"Incomplete Secondary","Construction/Manufacturing Industry Workers",NA,NA
"Cochabamba","Urban","Male",22,"Belongs","Commonlaw Marriage","Elsewhere in the country","Chuquisaca",NA,"Job Search","Other",NA,NA,"Incomplete Primary",NA,NA,NA
"Cochabamba","Urban","Female",19,"Belongs","Commonlaw Marriage","Elsewhere in the country","Chuquisaca",NA,"Job Search",NA,"Self-Employed",60,"Incomplete Primary","Service Workers/Merchants","Daily",1800
"Cochabamba","Urban","Male",26,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Oruro",NA,"Job Search",NA,"Unskilled Laborer",NA,"Complete Secondary","Construction/Manufacturing Industry Workers",NA,NA
"Cochabamba","Urban","Female",27,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Oruro",NA,"Job Search",NA,"Unskilled Laborer",NA,"Complete Secondary","Construction/Manufacturing Industry Workers",NA,NA
"Cochabamba","Urban","Male",28,"Does not belong","Single","Abroad","","Argentina","Family Reason",NA,"Unskilled Laborer",NA,"Higher Education","Mid-Level Technicians",NA,NA
"Cochabamba","Urban","Male",42,"Belongs","Single","Elsewhere in the country","Tarija",NA,"Health",NA,NA,NA,"Incomplete Secondary",NA,NA,NA
"Cochabamba","Urban","Female",14,"Belongs","Single","Elsewhere in the country","Tarija",NA,"Family Reason","Student",NA,NA,"Incomplete Secondary",NA,NA,NA
"Cochabamba","Urban","Male",62,"Does not belong","Married","Elsewhere in the country","Santa Cruz",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Incomplete Primary","Mid-Level Technicians",NA,NA
"Cochabamba","Urban","Female",62,"Does not belong","Married","Elsewhere in the country","Santa Cruz",NA,"Work Transfer","Stay-at-Home",NA,NA,"Incomplete Secondary",NA,NA,NA
"Cochabamba","Urban","Female",17,"Does not belong","Single","Elsewhere in the country","Santa Cruz",NA,"Family Reason","Student",NA,NA,"Incomplete Secondary",NA,NA,NA
"Cochabamba","Urban","Male",76,"Belongs","Widowed","Abroad","","España","Family Reason","Elderly",NA,NA,"Incomplete Primary",NA,NA,NA
"Cochabamba","Urban","Female",35,"Does not belong","Single","Abroad","","Argentina","Family Reason",NA,"Self-Employed",70,"Complete Secondary","Unskilled Workers","Daily",2100
"Cochabamba","Urban","Male",6,"Does not belong",NA,"Abroad","","Argentina","Family Reason",NA,NA,NA,"None",NA,NA,NA
"Cochabamba","Urban","Male",48,"Does not belong","Married","Elsewhere in the country","Cochabamba",NA,"Family Reason",NA,"Unskilled Laborer",NA,"Incomplete Secondary","Construction/Manufacturing Industry Workers",NA,NA
"Cochabamba","Urban","Female",35,"Does not belong","Married","Elsewhere in the country","Cochabamba",NA,"Family Reason",NA,"Unskilled Laborer",NA,"Higher Education","Office Employees",NA,NA
"Cochabamba","Urban","Male",25,"Does not belong","Single","Elsewhere in the country","Cochabamba",NA,"Job Search",NA,"Self-Employed",200,"Complete Secondary","Installation/Machinery Operators","Daily",6000
"Cochabamba","Urban","Male",17,"Belongs","Single","Elsewhere in the country","Potosí",NA,"Job Search",NA,"Unpaid Laborer",NA,"Incomplete Secondary","Agriculture, Livestock, Fishing and Others",NA,NA
"Cochabamba","Urban","Female",29,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Cochabamba",NA,"Family Reason","Stay-at-Home",NA,NA,"Higher Education",NA,NA,NA
"Cochabamba","Urban","Female",6,"Does not belong",NA,"Elsewhere in the country","Cochabamba",NA,"Family Reason",NA,NA,NA,"None",NA,NA,NA
"Cochabamba","Urban","Female",25,"Belongs","Single","Elsewhere in the country","Cochabamba",NA,"Job Search",NA,"Unskilled Laborer",NA,"Higher Education","Unskilled Workers",NA,NA
"Cochabamba","Urban","Female",7,"Belongs",NA,"Elsewhere in the country","Cochabamba",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Cochabamba","Urban","Female",19,"Does not belong","Single","Elsewhere in the country","Santa Cruz",NA,"Family Reason",NA,"Unskilled Laborer",NA,"Complete Secondary","Construction/Manufacturing Industry Workers",NA,NA
"Cochabamba","Urban","Male",18,"Does not belong","Single","Elsewhere in the country","Santa Cruz",NA,"Family Reason","Student",NA,NA,"Incomplete Secondary",NA,NA,NA
"Cochabamba","Urban","Male",42,"Belongs","Married","Abroad","","Francia","Family Reason",NA,"Self-Employed",150,"Complete Secondary","Construction/Manufacturing Industry Workers","Daily",4500
"Cochabamba","Urban","Male",38,"Belongs","Married","Elsewhere in the country","Santa Cruz",NA,"Health",NA,"Self-Employed",320,"Complete Primary","Installation/Machinery Operators","Daily",9600
"Cochabamba","Urban","Female",35,"Belongs","Married","Elsewhere in the country","Santa Cruz",NA,"Family Reason","Stay-at-Home",NA,NA,"Complete Primary",NA,NA,NA
"Cochabamba","Urban","Female",18,"Belongs","Single","Elsewhere in the country","Santa Cruz",NA,"Family Reason",NA,NA,NA,"Complete Secondary",NA,NA,NA
"Cochabamba","Urban","Male",16,"Belongs","Single","Elsewhere in the country","Santa Cruz",NA,"Family Reason","Student",NA,NA,"Incomplete Secondary",NA,NA,NA
"Cochabamba","Urban","Male",37,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Santa Cruz",NA,"Job Search",NA,"Self-Employed",350,"Incomplete Secondary","Service Workers/Merchants","Daily",10500
"Cochabamba","Urban","Female",42,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Santa Cruz",NA,"Job Search",NA,"Unpaid Laborer",NA,"Complete Primary","Service Workers/Merchants",NA,NA
"Cochabamba","Urban","Male",21,"Does not belong","Single","Elsewhere in the country","Santa Cruz",NA,"Job Search",NA,"Unpaid Laborer",NA,"Complete Secondary","Service Workers/Merchants",NA,NA
"Cochabamba","Urban","Male",16,"Does not belong","Single","Elsewhere in the country","Santa Cruz",NA,"Job Search","Student",NA,NA,"Incomplete Secondary",NA,NA,NA
